일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가격
2014-05-27,22.8,16.7,28.3,0.0,4.2,49.5,2033
2014-05-28,24.0,19.9,29.8,0.0,2.5,60.8,2033
2014-05-29,23.2,17.5,30.9,0.0,2.8,54.6,1953
2014-05-30,24.8,17.3,31.8,0.0,2.1,42.5,1967
2014-05-31,26.2,20.5,33.3,0.0,2.6,50.3,1967
2014-06-01,24.7,20.4,29.9,0.0,1.9,58.1,1967
2014-06-02,22.6,20.6,24.6,2.0,2.2,73.5,2061
2014-06-03,18.7,17.5,21.0,33.0,3.5,95.3,2069
2014-06-04,22.8,18.7,27.8,0.0,4.3,61.5,2069
2014-06-05,22.9,20.4,26.1,0.0,2.9,58.8,2109
2014-06-06,24.4,18.8,31.1,0.0,2.4,58.9,2109
2014-06-07,23.5,19.7,27.1,0.0,2.4,65.1,2109
2014-06-08,21.4,19.2,24.5,0.0,3.0,75.3,2109
2014-06-09,22.9,18.5,28.7,0.0,2.3,70.8,2070
2014-06-10,23.6,20.0,29.3,5.5,2.1,72.0,2103
2014-06-11,20.5,18.3,26.9,19.0,1.9,87.1,2103
2014-06-12,21.2,17.3,27.1,0.1,2.8,73.9,2184
2014-06-13,21.3,18.4,25.8,0.0,2.9,79.0,2184
2014-06-14,22.5,18.3,27.7,0.0,3.3,71.6,2184
2014-06-15,23.2,19.5,28.5,0.0,3.3,69.9,2184
2014-06-16,23.9,19.1,29.0,0.0,2.5,66.4,2201
2014-06-17,24.5,21.5,30.7,3.5,1.9,71.8,2219
2014-06-18,24.4,20.5,29.1,0.1,3.0,71.3,2219
2014-06-19,22.5,20.8,25.6,0.0,3.5,79.3,2133
2014-06-20,24.2,20.7,28.6,1.5,1.6,76.5,2180
2014-06-21,23.1,19.8,28.2,8.5,2.7,80.9,2180
2014-06-22,23.7,20.2,29.0,0.4,1.8,74.4,2180
2014-06-23,21.0,19.4,23.2,24.5,1.4,91.4,2189
2014-06-24,22.9,19.4,27.2,0.0,2.4,74.6,2217
2014-06-25,23.8,20.2,29.0,0.0,2.3,74.1,2234
2014-06-26,24.4,20.2,29.5,0.0,2.4,68.0,2239
2014-06-27,24.1,20.6,29.5,0.0,2.8,74.8,2209
2014-06-28,23.8,21.3,28.4,0.0,3.8,71.6,2209
2014-06-29,24.1,20.9,29.8,0.0,2.1,70.3,2209
2014-06-30,25.3,21.2,30.2,0.0,2.7,68.0,2209
2014-07-01,26.0,21.1,31.2,0.0,2.1,67.8,2198
2014-07-02,25.7,22.1,31.1,20.5,2.5,77.3,2198
2014-07-03,22.6,21.4,24.7,2.0,2.8,85.5,2158
2014-07-04,26.8,21.6,32.3,0.0,2.4,62.1,2153
2014-07-05,25.7,22.3,29.7,0.0,2.1,70.4,2153
2014-07-06,25.7,23.0,29.5,0.0,2.1,65.8,2153
2014-07-07,27.1,20.8,33.8,0.0,2.3,61.4,2128
2014-07-08,25.9,23.7,29.3,0.2,1.9,73.0,2165
2014-07-09,27.6,25.6,33.0,0.5,2.2,78.3,2178
2014-07-10,28.9,24.6,33.6,0.0,2.9,57.9,2220
2014-07-11,27.1,23.0,32.8,0.0,4.0,63.4,2220
2014-07-12,25.3,22.9,29.6,0.0,3.2,74.3,2220
2014-07-13,25.4,23.0,29.4,0.0,3.3,73.4,2220
2014-07-14,26.4,22.8,30.7,0.0,3.3,70.8,2195
2014-07-15,26.8,23.9,32.3,0.0,2.4,69.4,2195
2014-07-16,26.6,23.5,32.2,0.0,2.7,68.4,2195
2014-07-17,25.9,23.6,29.6,0.2,3.1,75.9,2105
2014-07-18,26.1,22.6,30.6,1.5,2.6,80.5,2133
2014-07-19,27.0,24.7,30.7,0.0,2.4,79.8,2133
2014-07-20,27.9,24.6,33.2,0.0,2.6,75.8,2133
2014-07-21,27.3,24.4,31.6,0.0,3.0,73.9,2158
2014-07-22,25.9,24.6,28.2,16.5,4.4,83.9,2158
2014-07-23,23.6,21.7,25.2,55.0,3.2,90.0,2144
2014-07-24,21.9,19.1,24.5,48.0,2.0,92.8,2188
2014-07-25,27.5,22.1,33.7,59.5,2.9,81.9,2188
2014-07-26,22.6,20.8,27.3,2.5,6.4,86.1,2188
2014-07-27,25.0,21.4,30.6,0.0,1.9,75.0,2188
2014-07-28,26.6,21.6,31.3,0.0,1.9,71.6,2180
2014-07-29,26.5,23.4,30.1,0.0,2.5,68.4,2180
2014-07-30,28.6,25.0,33.5,0.0,2.2,70.6,2180
2014-07-31,28.6,25.8,34.4,1.5,2.1,75.9,2043
2014-08-01,30.2,24.7,34.7,0.0,2.6,63.4,2043
2014-08-02,31.4,28.7,35.8,0.0,3.9,55.0,2043
2014-08-03,26.5,24.1,30.5,13.0,4.2,87.6,2043
2014-08-04,26.4,24.7,29.6,6.5,2.1,93.0,2014
2014-08-05,26.6,25.0,29.2,0.0,3.2,87.5,1976
2014-08-06,24.4,22.5,26.2,10.5,2.2,92.4,1976
2014-08-07,24.7,22.6,27.1,0.2,1.5,91.1,1985
2014-08-08,26.1,21.9,30.6,0.0,3.8,62.3,1985
2014-08-09,26.5,22.3,31.6,0.0,4.6,48.4,1985
2014-08-10,23.4,19.6,27.7,42.5,2.6,79.4,1985
2014-08-11,23.7,18.3,28.6,0.0,2.2,78.4,2006
2014-08-12,25.8,22.3,30.4,0.0,2.7,77.8,2006
2014-08-13,24.2,22.5,26.7,0.0,2.1,75.3,2006
2014-08-14,22.3,21.4,24.2,0.5,2.0,78.6,1869
2014-08-15,24.9,20.9,29.6,0.0,1.7,72.9,1869
2014-08-16,26.1,22.2,31.8,0.0,1.8,73.9,1869
2014-08-17,24.0,22.9,25.0,3.0,1.9,81.1,1869
2014-08-18,22.3,20.9,24.4,11.5,3.1,90.0,1923
2014-08-19,22.3,20.4,25.3,4.5,1.5,96.6,1929
2014-08-20,24.8,22.4,28.0,0.5,1.1,86.0,1929
2014-08-21,23.1,21.8,24.6,46.5,2.4,96.5,2061
2014-08-22,24.7,21.8,28.2,15.0,3.1,83.4,2061
2014-08-23,25.2,22.8,29.7,0.5,2.7,79.5,2061
2014-08-24,25.6,20.7,30.7,0.1,1.3,75.5,2061
2014-08-25,25.9,24.1,28.6,0.0,3.0,71.8,2124
2014-08-26,25.4,21.6,29.6,11.5,2.5,71.4,2131
2014-08-27,24.6,21.1,28.6,0.0,2.8,66.8,2134
2014-08-28,25.1,19.8,30.7,0.0,2.2,65.3,2070
2014-08-29,25.2,21.0,30.1,6.5,1.8,71.9,2070
2014-08-30,24.6,19.9,30.7,0.0,1.9,71.6,2070
2014-08-31,24.1,20.7,29.0,0.0,1.4,68.6,2070
2014-09-01,24.1,20.4,29.7,1.5,1.5,72.5,2095
2014-09-02,23.1,19.3,27.7,6.0,2.5,73.6,2095
2014-09-03,19.1,17.4,20.6,57.5,3.4,99.8,2176
2014-09-04,22.4,18.0,27.6,0.0,2.5,79.4,2155
2014-09-05,23.8,20.0,29.0,0.0,2.1,76.0,2150
2014-09-06,25.2,20.3,30.8,0.0,1.8,66.9,2150
2014-09-07,25.3,19.8,31.3,0.0,1.6,72.1,2150
2014-09-08,24.8,20.6,30.2,0.0,2.5,75.0,2150
2014-09-09,23.3,19.9,28.2,0.0,2.1,66.5,2150
2014-09-10,22.4,16.7,28.9,0.0,1.5,60.6,2150
2014-09-11,23.3,17.5,29.2,0.0,1.8,61.1,2196
2014-09-12,21.3,18.6,26.6,0.1,2.1,74.9,2196
2014-09-13,23.1,18.6,28.3,0.0,2.3,60.9,2196
2014-09-14,23.0,18.2,28.4,0.0,2.3,60.6,2196
2014-09-15,23.1,20.6,27.5,0.0,2.2,64.9,2189
2014-09-16,21.3,15.8,27.0,0.0,2.1,43.8,2189
2014-09-17,20.2,17.6,22.6,0.0,1.5,52.3,2161
2014-09-18,20.6,16.2,27.0,0.0,2.0,56.5,2041
2014-09-19,21.4,14.9,28.4,0.0,1.7,55.0,2041
2014-09-20,21.6,15.4,28.1,0.0,2.0,52.5,2041
2014-09-21,20.2,17.5,25.6,0.0,1.4,61.6,2041
2014-09-22,21.4,15.0,27.9,0.0,2.0,57.5,1938
2014-09-23,23.0,18.1,29.0,0.0,2.5,52.1,1938
2014-09-24,20.3,18.0,23.8,6.5,2.6,77.9,1938
2014-09-25,22.2,17.7,27.7,0.0,1.7,66.9,2018
2014-09-26,21.0,18.6,24.2,0.0,2.6,78.1,1974
2014-09-27,21.4,18.3,25.1,0.0,2.6,79.0,1974
2014-09-28,21.7,19.2,24.7,0.5,1.1,85.5,1974
2014-09-29,19.4,17.7,20.7,16.0,1.3,99.0,2013
2014-09-30,18.9,15.4,23.7,0.0,3.1,72.5,1980
2014-10-01,19.2,14.9,24.4,0.0,2.6,68.6,1968
2014-10-02,18.1,17.1,20.1,9.0,2.2,89.0,1694
2014-10-03,16.1,13.4,20.8,0.0,2.9,74.3,1694
2014-10-04,16.9,11.6,23.0,0.0,3.4,62.0,1694
2014-10-05,17.1,12.5,23.2,0.0,3.1,53.1,1694
2014-10-06,16.6,10.5,22.6,0.0,1.7,57.0,1730
2014-10-07,16.1,11.6,22.5,0.0,2.4,64.8,1730
2014-10-08,16.7,10.0,23.6,0.0,1.5,61.5,1616
2014-10-09,18.6,12.4,25.4,0.0,2.0,60.4,1616
2014-10-10,19.0,12.5,26.3,0.0,3.6,63.3,1686
2014-10-11,19.4,13.6,25.6,0.0,3.1,57.4,1686
2014-10-12,21.2,13.9,29.0,0.0,1.9,48.5,1686
2014-10-13,17.4,11.0,21.7,0.0,4.7,51.9,1711
2014-10-14,13.8,8.5,20.0,0.0,2.2,51.8,1711
2014-10-15,13.8,8.9,20.0,0.0,2.4,60.4,1711
2014-10-16,13.2,9.3,18.0,2.5,3.1,53.8,1700
2014-10-17,13.6,6.6,21.2,0.0,1.9,53.8,1756
2014-10-18,15.5,9.4,22.5,0.0,1.7,68.9,1756
2014-10-19,17.0,11.2,22.7,0.0,1.7,61.0,1756
2014-10-20,14.4,12.9,17.1,21.5,2.6,97.8,1768
2014-10-21,13.8,11.9,15.7,18.5,3.4,92.8,1843
2014-10-22,13.6,10.4,18.7,0.0,3.0,69.0,1838
2014-10-23,13.8,8.5,20.6,0.0,2.1,67.8,1645
2014-10-24,15.1,9.9,21.0,0.0,1.8,78.0,1645
2014-10-25,16.5,12.9,22.2,0.0,1.9,81.1,1645
2014-10-26,16.0,11.6,19.9,0.5,2.8,76.9,1645
2014-10-27,10.7,6.1,16.9,0.0,3.0,35.3,1751
2014-10-28,10.2,2.7,19.4,0.0,1.4,43.4,1774
2014-10-29,12.1,4.9,20.8,0.0,1.7,46.4,1774
2014-10-30,14.2,7.7,20.8,0.0,1.5,45.8,1711
2014-10-31,15.0,12.8,18.2,0.2,2.4,62.1,1711
2014-11-01,17.3,15.1,22.9,0.0,2.2,63.4,1711
2014-11-02,12.0,7.1,15.4,2.5,4.8,50.5,1711
2014-11-03,9.3,3.8,14.8,0.0,3.1,40.9,1761
2014-11-04,11.3,5.4,18.5,0.0,1.9,60.5,1774
2014-11-05,12.4,6.4,18.4,0.0,1.9,65.6,1774
2014-11-06,13.5,9.5,17.7,0.5,2.1,61.0,1956
2014-11-07,9.8,5.1,16.5,0.0,1.9,52.5,1964
2014-11-08,9.9,6.9,15.1,0.0,1.4,61.9,1964
2014-11-09,10.0,6.3,15.5,0.0,2.3,46.3,1964
2014-11-10,9.4,3.5,16.5,0.0,1.7,49.9,1916
2014-11-11,9.4,4.6,14.5,2.0,1.9,67.4,1904
2014-11-12,6.0,-1.3,10.0,5.0,5.4,50.6,1929
2014-11-13,-0.2,-3.1,4.3,0.0,3.7,38.5,1714
2014-11-14,4.2,-1.4,10.0,0.0,2.2,54.0,1714
2014-11-15,4.1,-0.5,9.5,0.0,2.1,38.3,1714
2014-11-16,6.6,2.6,12.4,1.0,1.6,42.6,1714
2014-11-17,6.2,3.8,9.0,1.5,2.3,75.5,1693
2014-11-18,5.0,1.7,10.4,0.0,2.2,53.4,1710
2014-11-19,5.6,-0.6,12.6,0.0,1.6,55.4,1710
2014-11-20,7.9,2.7,14.6,0.0,1.8,61.9,1913
2014-11-21,11.3,5.9,16.5,0.0,2.8,62.5,1913
2014-11-22,11.0,8.0,12.7,4.0,1.9,90.9,1913
2014-11-23,9.0,6.3,12.3,0.0,2.0,80.0,1913
2014-11-24,9.8,8.0,13.2,0.0,1.3,59.8,1933
2014-11-25,10.2,6.6,15.1,0.0,4.2,56.0,1933
2014-11-26,11.0,8.2,16.3,0.0,2.8,58.8,1938
2014-11-27,10.4,6.7,14.9,0.0,1.9,69.9,2045
2014-11-28,8.8,6.5,10.1,18.0,3.7,88.0,2076
2014-11-29,8.3,5.5,12.8,0.0,2.1,83.9,2076
2014-11-30,9.1,7.2,11.1,7.0,3.2,88.1,2076
2014-12-01,-1.1,-7.2,7.9,0.5,6.1,58.8,2076
2014-12-02,-5.4,-8.2,-2.7,0.0,4.6,42.3,2076
2014-12-03,-3.3,-6.5,-0.5,0.9,1.9,70.6,2076
2014-12-04,-4.6,-7.4,-0.2,0.0,2.7,43.0,2049
2014-12-05,-6.6,-10.1,-2.5,0.0,3.6,45.5,2063
2014-12-06,-5.6,-8.8,-0.5,0.0,2.8,47.5,2063
2014-12-07,-3.4,-8.2,0.2,0.0,1.6,43.9,2063
2014-12-08,-1.6,-4.8,2.7,0.0,2.6,48.4,2116
2014-12-09,-2.4,-7.4,4.1,0.0,1.5,44.1,1975
2014-12-10,1.6,-1.9,4.2,2.0,1.9,58.8,1954
2014-12-11,-1.5,-5.2,3.2,0.5,3.4,64.8,1905
2014-12-12,-3.8,-7.0,0.5,0.1,2.0,70.4,1890
2014-12-13,-5.2,-7.3,-2.0,0.0,3.2,45.8,1890
2014-12-14,-3.6,-8.6,0.6,0.0,1.5,60.5,1890
2014-12-15,-0.1,-1.7,2.0,10.5,2.8,90.6,1874
2014-12-16,-4.9,-9.4,1.7,0.0,4.9,58.9,1874
2014-12-17,-9.0,-11.1,-5.2,0.0,4.9,41.0,1874
2014-12-18,-8.3,-13.2,-2.2,0.0,2.3,39.9,1816
2014-12-19,-3.8,-8.1,0.0,0.9,3.4,54.5,1861
2014-12-20,-1.7,-6.6,2.1,2.0,3.8,66.0,1861
2014-12-21,-6.4,-9.0,-1.3,0.0,2.2,58.5,1861
2014-12-22,-4.7,-9.7,0.8,0.3,2.2,64.6,1849
2014-12-23,-1.3,-5.7,1.8,0.0,2.6,67.1,1841
2014-12-24,1.7,-3.1,6.4,0.2,2.8,66.8,1825
2014-12-25,-2.6,-5.9,1.8,0.0,2.5,52.0,1825
2014-12-26,-3.2,-7.4,2.5,0.0,1.9,45.6,1823
2014-12-27,-1.8,-6.3,5.0,0.0,1.7,46.8,1823
2014-12-28,-0.8,-3.6,1.6,0.0,2.2,64.1,1823
2014-12-29,2.9,-0.5,6.4,0.0,2.3,73.1,1823
2014-12-30,1.9,-1.6,6.3,0.0,2.6,62.8,1823
2014-12-31,-1.9,-6.9,1.7,0.0,3.8,47.4,1810
2015-01-01,-7.7,-9.8,-4.3,0.0,4.6,41.4,1810
2015-01-02,-6.0,-9.0,-1.9,0.0,3.2,45.9,1725
2015-01-03,-2.7,-9.2,3.1,0.0,1.9,56.1,1725
2015-01-04,2.5,0.2,8.5,0.0,2.0,70.1,1725
2015-01-05,3.7,-1.1,7.9,0.4,2.4,73.1,1643
2015-01-06,-3.2,-7.6,4.0,3.0,4.3,52.4,1636
2015-01-07,-5.5,-8.9,-0.6,0.0,2.5,33.1,1636
2015-01-08,-5.1,-9.5,-0.2,0.0,2.2,45.8,1781
2015-01-09,-2.1,-6.8,3.5,0.0,2.0,58.3,1781
2015-01-10,-0.3,-5.6,4.8,0.0,2.3,56.5,1781
2015-01-11,-0.4,-4.3,2.5,0.0,3.6,57.8,1781
2015-01-12,-2.7,-7.3,3.7,0.0,1.8,37.8,1764
2015-01-13,0.2,-5.1,5.8,0.0,1.8,39.6,1764
2015-01-14,2.5,-0.3,6.1,0.0,1.5,41.1,1764
2015-01-15,2.8,-1.1,9.0,0.0,2.1,53.6,1764
2015-01-16,0.8,-2.5,3.4,0.3,4.0,73.0,1765
2015-01-17,-4.1,-7.7,0.0,0.0,3.8,46.0,1765
2015-01-18,-1.3,-6.5,2.1,4.0,2.3,68.4,1765
2015-01-19,-0.1,-4.0,3.1,0.1,3.2,68.1,1829
2015-01-20,-0.9,-6.4,4.4,0.0,1.9,55.8,1829
2015-01-21,2.6,-1.2,6.5,0.0,2.0,58.3,1829
2015-01-22,3.1,0.8,7.1,0.0,1.5,60.6,1790
2015-01-23,1.2,-1.6,4.9,0.0,2.6,66.4,1819
2015-01-24,3.7,0.8,8.4,0.0,1.8,62.9,1819
2015-01-25,3.0,1.1,5.0,3.0,3.5,78.4,1819
2015-01-26,3.6,0.2,6.5,0.5,2.6,87.5,1838
2015-01-27,-3.6,-7.4,0.5,0.0,3.7,55.4,1838
2015-01-28,-4.1,-9.1,2.7,0.0,2.3,49.3,1835
2015-01-29,-1.1,-4.6,3.0,0.0,2.3,56.4,1754
2015-01-30,-3.3,-7.0,0.8,0.0,3.8,51.8,1754
2015-01-31,-4.5,-8.5,0.8,0.0,2.6,46.4,1754
2015-02-01,-3.0,-8.2,3.6,0.0,1.9,44.9,1754
2015-02-02,-0.6,-5.3,6.4,0.0,1.5,47.3,1729
2015-02-03,0.6,-3.5,7.2,0.0,2.1,54.5,1685
2015-02-04,0.4,-3.1,5.8,0.0,2.0,64.5,1685
2015-02-05,-0.1,-3.8,4.8,0.0,3.0,57.1,1704
2015-02-06,0.4,-4.3,6.5,0.0,2.2,57.3,1814
2015-02-07,1.2,-2.7,5.7,0.0,2.6,65.3,1814
2015-02-08,-9.8,-11.9,-2.8,0.0,5.3,34.1,1814
2015-02-09,-5.7,-13.0,-0.1,0.2,3.1,54.6,1690
2015-02-10,1.7,-2.0,5.8,0.0,2.8,69.0,1698
2015-02-11,2.7,-0.8,8.0,0.0,2.5,60.3,1686
2015-02-12,-2.2,-4.7,1.6,0.0,4.2,36.8,1710
2015-02-13,-1.6,-6.4,4.0,0.0,3.1,46.4,1710
2015-02-14,2.0,-3.1,6.6,0.0,2.2,72.9,1710
2015-02-15,7.9,3.2,13.0,0.0,2.9,61.6,1710
2015-02-16,5.0,4.1,7.9,10.5,3.5,91.9,1755
2015-02-17,1.9,0.5,4.1,0.5,3.5,78.5,1755
2015-02-18,0.8,-1.5,3.3,0.0,2.5,72.0,1755
2015-02-19,2.2,-2.7,8.6,0.0,1.6,67.1,1755
2015-02-20,5.2,-1.3,11.4,0.0,2.0,55.3,1755
2015-02-21,5.7,4.8,6.7,8.0,3.4,79.0,1755
2015-02-22,3.5,-0.7,7.0,2.5,4.1,78.0,1755
2015-02-23,0.9,-2.4,5.9,0.0,3.0,60.4,1805
2015-02-24,2.1,-1.1,7.5,0.0,2.3,60.0,1874
2015-02-25,5.4,0.2,12.5,0.5,2.9,48.6,1763
2015-02-26,1.2,-3.5,4.7,0.5,4.9,56.9,1676
2015-02-27,-1.3,-5.6,4.8,0.0,3.2,35.6,1676
2015-02-28,2.7,-2.0,6.4,0.0,2.0,40.5,1676
2015-03-01,2.4,-0.2,5.9,0.0,3.7,56.8,1676
2015-03-02,3.9,-1.9,9.7,0.0,2.8,43.5,1618
2015-03-03,2.8,-1.3,6.7,5.5,3.4,69.5,1580
2015-03-04,-2.1,-4.6,1.4,0.0,5.3,43.4,1791
2015-03-05,-0.3,-5.4,5.5,0.0,1.9,41.1,1771
2015-03-06,2.9,-3.2,10.4,0.0,2.3,37.8,1793
2015-03-07,4.2,-2.3,11.0,0.0,2.3,45.5,1793
2015-03-08,7.7,0.4,15.1,0.0,1.8,42.5,1793
2015-03-09,2.2,-5.4,8.2,0.0,5.4,43.4,1794
2015-03-10,-3.4,-6.9,1.0,0.0,5.9,30.6,1794
2015-03-11,0.4,-5.1,7.5,0.0,4.5,45.1,1794
2015-03-12,2.1,-3.5,6.7,0.0,4.0,41.0,1800
2015-03-13,5.6,1.8,11.0,0.1,3.0,45.4,1804
2015-03-14,4.3,-1.2,11.6,0.0,2.3,31.4,1804
2015-03-15,5.5,0.0,12.5,0.0,2.2,42.0,1804
2015-03-16,9.8,1.3,18.6,0.0,2.0,44.4,1804
2015-03-17,10.7,6.9,16.1,0.0,1.8,51.9,1836
2015-03-18,10.7,8.4,14.4,1.5,4.0,61.5,1836
2015-03-19,12.4,6.5,21.0,0.0,2.5,50.9,1785
2015-03-20,13.4,7.6,21.9,0.0,2.5,32.5,1785
2015-03-21,11.7,6.9,17.8,0.0,2.7,31.0,1785
2015-03-22,8.3,2.2,14.9,0.0,4.2,33.3,1785
2015-03-23,4.6,0.0,10.1,0.0,4.2,24.3,1755
2015-03-24,5.4,-0.9,12.4,0.0,2.6,32.8,1755
2015-03-25,6.5,0.1,14.2,0.0,2.5,45.9,1755
2015-03-26,7.9,1.6,14.8,0.0,3.1,47.5,1705
2015-03-27,9.1,3.2,16.2,0.0,2.6,50.5,1743
2015-03-28,9.7,2.5,17.0,0.0,2.8,35.0,1743
2015-03-29,10.5,7.0,16.5,0.0,2.5,61.9,1743
2015-03-30,13.2,5.9,20.8,0.0,2.6,57.4,1728
2015-03-31,12.9,10.0,14.9,2.5,2.2,80.6,1740
2015-04-01,12.9,10.0,17.6,2.5,4.1,67.9,1740
2015-04-02,14.8,8.5,21.8,28.0,5.0,70.5,1718
2015-04-03,10.6,6.9,15.1,3.5,2.8,83.4,1718
2015-04-04,13.5,8.9,18.5,0.0,4.3,48.0,1718
2015-04-05,10.5,10.1,12.2,0.5,2.5,75.1,1718
2015-04-06,10.3,6.9,15.4,0.0,2.7,55.8,1684
2015-04-07,8.4,5.5,12.2,0.0,2.6,59.5,1689
2015-04-08,8.3,3.5,13.7,0.0,2.9,52.5,1689
2015-04-09,9.6,3.8,16.3,0.0,2.3,43.0,1764
2015-04-10,11.6,4.6,19.2,0.0,2.8,40.5,1764
2015-04-11,13.5,6.7,20.7,0.0,2.5,39.3,1764
2015-04-12,14.9,9.1,20.4,0.0,2.9,30.6,1764
2015-04-13,12.0,7.4,17.6,6.5,5.9,53.9,1800
2015-04-14,6.9,5.8,8.0,10.5,2.7,89.9,1806
2015-04-15,11.1,5.6,17.0,1.0,2.9,72.0,1806
2015-04-16,9.9,6.9,14.8,7.0,3.6,69.5,1774
2015-04-17,10.5,4.8,16.1,0.0,3.7,45.4,1790
2015-04-18,15.2,5.2,23.7,0.0,1.9,31.9,1790
2015-04-19,14.5,11.2,17.3,12.0,3.7,74.8,1790
2015-04-20,12.2,10.3,16.8,5.5,3.2,75.3,1790
2015-04-21,14.0,7.7,20.9,0.0,2.9,46.0,1790
2015-04-22,14.2,9.3,20.7,0.0,3.0,47.0,1790
2015-04-23,14.5,8.0,20.1,0.0,3.5,41.1,1854
2015-04-24,15.7,10.4,22.8,0.0,3.2,38.3,1894
2015-04-25,15.9,9.2,23.0,0.0,2.7,31.3,1894
2015-04-26,17.3,9.9,24.4,0.0,3.3,37.6,1894
2015-04-27,18.5,12.7,24.9,0.0,2.8,39.3,1936
2015-04-28,20.3,12.3,26.9,0.0,2.1,38.6,1936
2015-04-29,17.0,15.8,18.4,3.5,2.9,77.0,1936
2015-04-30,21.2,15.1,28.3,0.0,2.2,56.6,1725
2015-05-01,21.0,15.9,27.2,0.0,2.5,58.8,1725
2015-05-02,20.7,15.8,26.0,0.5,2.1,64.4,1725
2015-05-03,18.3,17.1,19.6,3.5,2.1,90.4,1725
2015-05-04,16.1,12.5,20.1,0.0,4.2,45.9,1669
2015-05-05,14.2,8.3,19.9,0.0,3.4,37.9,1669
2015-05-06,15.4,9.8,22.0,0.0,2.4,36.3,1800
2015-05-07,16.5,10.6,24.0,0.0,2.6,35.6,2023
2015-05-08,16.7,11.7,22.7,0.0,2.5,64.3,2094
2015-05-09,17.6,12.6,24.0,0.0,3.0,55.0,2094
2015-05-10,19.1,13.5,25.9,0.0,2.3,39.6,2094
2015-05-11,18.4,14.4,24.1,14.0,3.0,62.1,2111
2015-05-12,13.3,10.3,17.5,9.5,6.4,75.9,2111
2015-05-13,17.4,11.8,21.4,0.0,5.3,56.9,2111
2015-05-14,20.4,15.3,26.6,0.0,3.3,63.8,2111
2015-05-15,19.1,16.3,23.7,0.0,2.7,71.0,2111
2015-05-16,18.0,11.6,25.2,0.0,3.0,41.3,2111
2015-05-17,18.6,11.7,25.2,0.0,2.2,40.4,2111
2015-05-18,17.7,13.7,22.2,0.0,3.2,53.9,2144
2015-05-19,14.8,13.0,16.2,1.0,3.6,88.9,2149
2015-05-20,16.3,10.6,21.9,0.0,3.1,60.0,2163
2015-05-21,18.7,12.6,26.0,0.0,3.7,50.1,2106
2015-05-22,20.0,13.7,27.2,0.0,2.9,45.3,2110
2015-05-23,20.6,13.6,28.3,0.0,2.5,38.5,2110
2015-05-24,21.0,14.0,28.5,0.0,2.4,37.3,2110
2015-05-25,20.8,14.4,28.7,0.0,2.7,53.1,2110
2015-05-26,21.5,14.1,30.3,0.0,2.7,48.9,2205
2015-05-27,23.2,14.4,31.5,0.0,2.0,32.9,2205
2015-05-28,24.3,16.7,32.2,0.0,2.2,27.1,2370
2015-05-29,23.8,18.5,29.8,0.0,2.5,36.8,2268
2015-05-30,19.8,17.0,23.2,0.4,2.9,71.0,2268
2015-05-31,22.1,15.3,30.4,0.0,2.2,52.8,2268
2015-06-01,21.7,15.8,28.5,0.0,2.6,44.6,2395
2015-06-02,23.1,18.1,29.8,0.0,2.7,46.9,2395
2015-06-03,23.3,17.1,29.4,0.0,3.8,33.3,2395
2015-06-04,24.2,17.1,31.5,0.0,2.6,28.9,2181
2015-06-05,19.1,17.5,22.0,1.0,1.7,58.8,2181
2015-06-06,22.4,16.4,28.9,0.0,2.3,50.4,2181
2015-06-07,23.4,18.7,31.5,0.0,2.3,46.8,2181
2015-06-08,22.4,18.2,27.8,0.0,2.3,54.9,2136
2015-06-09,22.2,18.8,28.1,0.0,2.9,66.3,2136
2015-06-10,25.3,17.6,34.9,0.0,2.2,54.3,2129
2015-06-11,24.6,20.7,30.2,7.5,2.8,59.6,2334
2015-06-12,23.6,19.4,29.9,0.5,3.8,63.1,2334
2015-06-13,24.7,20.1,30.9,0.5,3.2,61.9,2334
2015-06-14,22.8,17.8,27.7,15.5,2.7,70.3,2334
2015-06-15,24.2,19.6,30.6,0.0,2.2,65.6,2334
2015-06-16,25.0,20.0,30.9,0.0,2.4,65.9,2334
2015-06-17,23.4,20.2,30.8,9.5,2.6,72.8,2334
2015-06-18,24.8,19.6,31.3,3.0,2.7,59.4,2250
2015-06-19,24.5,20.0,29.9,0.0,2.9,57.8,2250
2015-06-20,19.6,17.0,22.6,44.5,1.8,91.0,2250
2015-06-21,22.4,15.6,29.6,0.0,2.0,69.1,2250
2015-06-22,24.0,19.4,29.1,0.0,2.4,60.4,2256
2015-06-23,24.7,19.7,31.0,0.0,2.3,64.1,2256
2015-06-24,25.7,21.1,30.6,0.0,2.5,58.3,2256
2015-06-25,24.8,21.0,29.1,2.0,2.1,65.1,2086
2015-06-26,21.0,18.0,25.3,12.5,3.3,75.8,2086
2015-06-27,25.2,19.2,31.1,0.0,2.2,55.3,2086
2015-06-28,25.4,21.0,31.1,0.0,2.6,61.8,2086
2015-06-29,25.7,21.2,30.6,0.0,2.8,61.8,2080
2015-06-30,24.4,21.9,29.2,2.5,1.7,70.0,1993
2015-07-01,23.7,21.0,27.9,0.5,3.8,66.3,1993
2015-07-02,23.7,20.4,29.3,0.0,4.0,64.5,2209
2015-07-03,23.3,19.2,28.3,0.0,3.0,62.6,2169
2015-07-04,24.1,18.2,29.9,0.0,2.2,55.8,2169
2015-07-05,24.2,20.1,29.6,0.0,2.3,57.4,2169
