일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가격
2012-03-10,3.9,1.3,8.9,0.0,3.5,52.5,1587
2012-03-11,-2.4,-4.6,1.3,0.0,5.4,43.0,1587
2012-03-12,-1.6,-5.7,3.2,0.0,3.8,40.1,1630
2012-03-13,1.7,-3.5,6.6,0.0,2.6,49.8,1630
2012-03-14,3.6,1.8,5.9,0.0,3.8,70.4,1630
2012-03-15,5.5,-1.7,11.8,0.0,1.9,35.8,1486
2012-03-16,8.1,5.7,12.9,4.0,3.2,51.1,1486
2012-03-17,10.4,6.8,16.1,2.0,2.5,71.4,1486
2012-03-18,6.9,2.2,11.5,0.0,3.3,62.8,1486
2012-03-19,2.8,-0.5,7.2,0.0,3.1,38.0,1587
2012-03-20,3.1,-1.9,8.3,0.0,3.9,30.6,1566
2012-03-21,4.3,-0.5,10.4,0.0,2.9,36.3,1637
2012-03-22,7.8,3.3,11.4,0.0,2.5,53.6,1701
2012-03-23,5.0,2.3,9.7,22.0,3.7,82.5,1611
2012-03-24,3.3,1.5,6.9,3.5,5.6,54.5,1611
2012-03-25,3.6,0.9,7.7,0.0,4.8,36.6,1611
2012-03-26,3.9,-0.2,8.7,0.0,3.7,38.3,1593
2012-03-27,6.4,1.0,10.9,0.0,3.1,57.6,1664
2012-03-28,10.1,6.4,15.8,0.0,2.0,56.4,1607
2012-03-29,11.6,5.9,16.2,0.0,3.4,57.0,1569
2012-03-30,9.0,5.8,11.9,0.1,3.7,73.5,1569
2012-03-31,5.4,2.5,10.1,0.0,4.2,38.4,1569
2012-04-01,4.6,0.6,9.4,0.0,3.1,28.1,1569
2012-04-02,8.3,3.5,14.1,22.0,3.4,56.9,1583
2012-04-03,4.9,1.1,9.4,35.0,4.8,66.9,1569
2012-04-04,7.2,2.2,12.8,0.0,4.4,57.3,1626
2012-04-05,6.7,3.1,12.2,0.0,4.3,43.4,1447
2012-04-06,5.4,2.6,9.6,0.0,4.6,41.5,1447
2012-04-07,5.9,0.6,12.4,0.0,3.0,35.5,1447
2012-04-08,11.3,4.6,17.6,0.0,4.7,47.3,1447
2012-04-09,15.4,10.7,22.4,0.0,2.6,55.8,1390
2012-04-10,13.7,11.5,16.9,10.5,2.0,82.8,1390
2012-04-11,12.2,9.1,17.4,3.0,3.8,72.5,1390
2012-04-12,8.9,5.3,12.4,0.0,3.7,49.5,1529
2012-04-13,10.3,7.4,15.1,0.0,2.7,52.8,1529
2012-04-14,10.5,5.9,16.4,0.0,2.9,68.0,1529
2012-04-15,13.4,6.9,21.7,0.0,2.6,56.0,1529
2012-04-16,11.9,7.2,17.9,0.0,3.1,58.0,1554
2012-04-17,13.6,7.5,19.7,0.0,2.4,38.1,1554
2012-04-18,15.2,9.2,21.3,0.0,2.1,32.3,1611
2012-04-19,17.0,12.2,24.3,0.0,2.5,34.1,1654
2012-04-20,18.4,13.6,23.8,0.0,3.3,38.9,1650
2012-04-21,11.4,9.5,16.3,47.5,7.1,72.6,1650
2012-04-22,9.4,7.9,12.0,9.0,5.2,91.4,1650
2012-04-23,12.9,9.1,17.3,0.0,2.2,82.1,1593
2012-04-24,19.7,12.2,26.6,0.0,1.9,60.3,1593
2012-04-25,15.1,10.5,20.7,28.0,3.9,72.8,1626
2012-04-26,11.9,8.0,16.8,2.0,4.8,53.4,1587
2012-04-27,15.2,7.8,22.3,0.0,4.1,32.0,1587
2012-04-28,17.0,13.8,22.1,0.0,3.1,42.4,1587
2012-04-29,19.9,14.0,26.3,0.0,1.9,57.1,1587
2012-04-30,22.9,15.4,29.4,0.0,2.5,43.3,1554
2012-05-01,22.6,17.3,28.3,0.0,2.0,46.1,1554
2012-05-02,23.1,19.0,29.1,0.4,3.0,47.3,1526
2012-05-03,20.0,17.0,25.4,0.2,3.3,53.8,1564
2012-05-04,19.7,14.3,25.7,0.0,3.3,48.8,1564
2012-05-05,18.8,13.5,24.9,0.0,3.9,42.4,1564
2012-05-06,18.1,13.1,24.1,0.0,3.2,31.9,1564
2012-05-07,18.5,12.2,24.9,0.0,2.3,33.3,1564
2012-05-08,20.8,14.2,28.0,0.0,2.3,27.5,1564
2012-05-09,20.7,15.0,27.4,0.0,2.7,45.4,1650
2012-05-10,20.1,15.5,26.6,0.0,2.8,45.1,1549
2012-05-11,16.2,13.2,19.2,0.0,2.9,55.4,1549
2012-05-12,17.1,14.4,21.1,0.0,2.2,57.9,1549
2012-05-13,19.1,14.8,25.2,0.0,2.2,53.0,1549
2012-05-14,16.1,15.1,17.2,6.5,1.8,78.8,1606
2012-05-15,16.9,13.0,22.7,0.0,3.3,65.3,1563
2012-05-16,16.6,12.7,22.0,0.0,3.0,58.6,1563
2012-05-17,16.6,13.9,20.5,0.5,2.6,56.6,1630
2012-05-18,18.1,12.0,24.5,0.0,2.5,51.4,1601
2012-05-19,19.5,13.1,25.8,0.0,2.3,38.0,1601
2012-05-20,21.3,14.5,28.7,0.0,2.1,39.1,1601
2012-05-21,23.0,17.2,28.9,0.0,2.1,34.8,1597
2012-05-22,23.3,17.8,29.3,0.0,2.4,34.6,1679
2012-05-23,22.1,18.3,27.8,0.0,3.0,39.5,1650
2012-05-24,19.7,17.0,24.0,0.0,2.2,53.0,1731
2012-05-25,20.5,16.2,26.6,0.0,2.7,45.4,1731
2012-05-26,19.8,14.1,26.1,0.0,2.6,44.8,1731
2012-05-27,19.3,17.1,23.4,0.3,2.7,65.6,1731
2012-05-28,20.9,16.4,26.0,0.1,2.8,58.0,1731
2012-05-29,21.6,18.8,25.4,0.0,2.9,40.8,1821
2012-05-30,20.7,18.6,23.6,0.0,2.4,44.4,1850
2012-05-31,20.9,16.6,27.2,0.2,2.7,58.6,1883
2012-06-01,21.4,16.3,26.7,0.0,1.8,52.3,1860
2012-06-02,23.1,19.2,28.8,0.0,2.5,44.8,1860
2012-06-03,23.3,18.0,29.1,0.0,2.2,38.9,1860
2012-06-04,23.7,18.6,29.1,0.0,2.5,35.1,1921
2012-06-05,22.5,19.8,27.5,0.0,3.5,62.6,1874
2012-06-06,23.0,19.1,28.9,0.0,3.0,62.0,1874
2012-06-07,23.0,18.5,29.4,0.0,2.4,62.8,1817
2012-06-08,22.2,19.0,27.9,2.0,2.1,66.4,1817
2012-06-09,24.2,18.6,29.9,0.0,2.0,59.5,1817
2012-06-10,23.7,20.8,28.7,0.0,2.4,58.8,1817
2012-06-11,23.2,20.3,27.8,0.0,2.6,59.4,1874
2012-06-12,22.6,19.0,28.9,0.4,2.6,58.9,1874
2012-06-13,23.4,18.3,28.9,0.0,2.8,53.1,1874
2012-06-14,24.8,19.3,31.7,0.0,3.1,49.1,1826
2012-06-15,23.7,20.4,28.0,0.0,3.0,52.8,1826
2012-06-16,23.5,20.2,29.9,0.0,3.0,61.3,1826
2012-06-17,23.6,18.1,29.8,0.0,3.2,52.5,1826
2012-06-18,24.9,20.1,30.2,0.0,2.2,46.5,1850
2012-06-19,26.0,20.9,33.5,0.0,2.9,44.8,1850
2012-06-20,25.4,21.3,31.3,0.0,3.5,49.1,1850
2012-06-21,25.7,21.3,32.4,0.0,2.7,55.3,1950
2012-06-22,24.3,21.3,29.3,0.0,2.7,61.4,1950
2012-06-23,26.2,21.5,31.7,0.0,2.2,55.8,1950
2012-06-24,27.8,23.6,32.8,0.0,2.3,48.3,1950
2012-06-25,26.5,22.2,33.2,0.0,4.2,40.5,1979
2012-06-26,24.6,20.6,30.8,0.0,4.6,44.9,1943
2012-06-27,24.8,19.3,31.0,0.0,3.3,47.1,1910
2012-06-28,25.3,20.9,29.6,0.0,2.2,50.4,1886
2012-06-29,25.9,22.0,31.0,20.0,2.3,60.4,1886
2012-06-30,21.9,20.2,23.7,69.5,4.2,87.8,1886
2012-07-01,21.6,19.2,25.4,0.0,3.0,80.1,1886
2012-07-02,24.0,21.7,29.8,0.0,2.5,62.8,1869
2012-07-03,22.7,19.7,25.7,25.0,1.5,78.1,1869
2012-07-04,24.4,22.6,27.4,0.3,3.2,79.8,1869
2012-07-05,22.7,20.9,24.6,72.0,2.1,89.6,1893
2012-07-06,20.9,19.9,21.8,102.5,3.2,88.8,1893
2012-07-07,24.8,18.5,31.0,0.0,1.7,62.1,1893
2012-07-08,25.8,21.4,30.7,0.0,2.5,64.5,1893
2012-07-09,26.3,21.9,32.3,0.0,2.0,64.1,1836
2012-07-10,25.9,21.7,29.1,6.5,2.5,67.4,1917
2012-07-11,23.3,21.0,26.5,8.0,3.0,83.5,1804
2012-07-12,24.7,21.1,28.5,0.0,2.3,72.3,1804
2012-07-13,26.1,21.8,29.3,76.5,2.2,76.1,1804
2012-07-14,22.8,20.4,26.2,8.0,3.7,82.1,1804
2012-07-15,19.7,19.1,20.5,32.5,4.4,89.5,1804
2012-07-16,21.7,19.0,25.0,2.5,1.9,80.3,1860
2012-07-17,25.5,21.6,29.0,0.0,2.0,70.5,1860
2012-07-18,26.3,24.7,28.4,6.0,2.6,78.8,1860
2012-07-19,23.9,22.4,26.5,72.5,4.9,85.3,1860
2012-07-20,25.6,22.1,29.7,1.0,2.3,73.6,1860
2012-07-21,27.5,24.1,31.4,0.0,1.6,67.4,1860
2012-07-22,27.2,23.7,30.4,16.5,2.1,74.4,1860
2012-07-23,27.6,25.6,30.5,1.0,4.0,73.9,1843
2012-07-24,27.8,25.5,32.1,0.0,3.2,71.9,1833
2012-07-25,27.9,24.2,32.1,0.0,2.2,68.0,1833
2012-07-26,28.1,24.3,32.6,0.0,2.4,63.4,1741
2012-07-27,27.9,24.9,32.3,0.0,2.8,68.0,1741
2012-07-28,28.5,25.2,33.2,0.0,2.6,67.3,1741
2012-07-29,29.2,26.2,33.2,0.0,3.7,66.8,1741
2012-07-30,28.4,23.0,31.6,18.0,4.0,72.3,1741
2012-07-31,29.0,26.6,33.0,0.1,2.5,66.1,1741
2012-08-01,30.8,25.9,35.3,0.0,2.5,56.8,1703
2012-08-02,30.8,26.8,35.5,0.0,3.7,53.6,1641
2012-08-03,31.3,27.1,35.4,0.0,3.2,51.9,1641
2012-08-04,31.7,28.2,36.2,0.0,2.2,50.1,1641
2012-08-05,31.8,27.5,36.7,0.0,2.0,51.0,1641
2012-08-06,31.5,27.8,35.8,0.0,2.4,54.1,1611
2012-08-07,30.7,26.6,35.0,0.0,3.2,48.0,1640
2012-08-08,29.6,25.6,34.3,0.0,2.9,51.6,1626
2012-08-09,29.7,26.6,34.6,0.0,2.2,63.5,1679
2012-08-10,27.4,25.7,29.0,0.3,1.9,69.4,1679
2012-08-11,27.7,24.0,31.8,0.0,1.9,65.0,1679
2012-08-12,25.5,22.3,27.9,17.0,2.0,80.3,1679
2012-08-13,26.6,22.1,32.1,2.0,2.1,65.0,1684
2012-08-14,26.7,23.2,31.2,15.5,2.9,64.3,1684
2012-08-15,23.7,22.4,27.1,136.5,2.7,88.0,1684
2012-08-16,26.0,22.7,28.9,0.0,1.6,68.8,1660
2012-08-17,27.5,24.3,32.2,0.0,2.5,74.0,1660
2012-08-18,27.2,25.8,28.6,2.0,2.5,80.3,1660
2012-08-19,27.9,26.3,30.8,5.0,4.9,75.8,1660
2012-08-20,25.4,24.0,27.1,59.5,4.1,87.4,1703
2012-08-21,25.3,23.5,28.7,137.0,2.0,85.4,1711
2012-08-22,22.0,20.3,24.6,17.0,1.9,80.5,1683
2012-08-23,23.0,20.5,25.7,0.1,3.5,68.3,1734
2012-08-24,23.3,21.1,26.1,7.5,3.9,70.0,1734
2012-08-25,25.0,21.5,28.9,11.5,2.5,80.1,1734
2012-08-26,27.5,24.1,32.4,0.0,1.9,72.3,1734
2012-08-27,28.5,24.5,32.9,0.0,4.0,59.9,1703
2012-08-28,26.1,21.8,29.4,13.5,7.5,69.5,1703
2012-08-29,25.7,21.7,29.1,6.0,5.3,70.3,1681
2012-08-30,21.4,18.7,24.7,34.5,3.3,85.8,1749
2012-08-31,23.8,18.7,28.4,0.0,2.8,65.6,1749
2012-09-01,25.2,22.3,29.4,0.0,2.2,69.0,1749
2012-09-02,25.0,20.8,29.5,0.0,2.0,65.1,1749
2012-09-03,24.9,22.2,28.5,0.0,1.5,71.4,1749
2012-09-04,22.0,19.7,24.4,55.5,2.3,84.1,1749
2012-09-05,22.3,19.2,26.1,10.5,2.7,61.1,1807
2012-09-06,21.6,16.0,27.1,0.0,2.2,52.9,1789
2012-09-07,22.5,16.9,27.2,3.0,2.4,60.6,1779
2012-09-08,20.2,17.7,23.7,25.0,4.2,71.8,1779
2012-09-09,20.9,17.1,25.0,0.0,1.8,68.4,1779
2012-09-10,23.2,17.8,28.3,0.0,1.9,61.4,1779
2012-09-11,22.8,18.1,27.5,0.0,2.1,53.1,1779
2012-09-12,21.6,19.6,24.8,0.5,1.8,68.9,1770
2012-09-13,20.0,18.6,21.1,13.5,1.5,87.1,1759
2012-09-14,19.4,17.3,21.8,2.0,1.7,68.5,1759
2012-09-15,21.0,17.0,25.5,0.0,2.0,56.8,1759
2012-09-16,19.9,17.5,22.1,2.5,3.8,60.1,1759
2012-09-17,17.3,16.0,18.4,85.5,5.2,86.8,1744
2012-09-18,20.9,17.7,24.6,0.0,2.9,69.4,1744
2012-09-19,20.6,17.7,25.2,0.0,2.4,63.9,1744
2012-09-20,20.1,15.6,24.7,0.0,2.0,69.6,1631
2012-09-21,20.1,17.2,24.3,0.0,2.0,68.3,1617
2012-09-22,20.7,15.2,26.4,0.0,1.9,60.6,1617
2012-09-23,21.2,16.4,26.6,0.0,1.4,56.6,1617
2012-09-24,21.5,16.1,27.5,0.0,1.9,49.8,1559
2012-09-25,21.8,16.9,27.8,0.0,2.3,52.3,1559
2012-09-26,21.3,17.5,25.4,0.0,1.8,60.0,1559
2012-09-27,20.3,17.7,23.6,0.0,2.2,62.0,1550
2012-09-28,18.0,15.4,22.0,13.5,2.7,72.3,1550
2012-09-29,16.4,14.0,19.8,0.5,2.6,58.8,1550
2012-09-30,16.2,12.0,21.0,0.0,1.5,63.8,1550
2012-10-01,18.1,12.5,24.6,0.0,1.5,64.3,1550
2012-10-02,19.3,14.3,24.9,0.0,1.5,64.3,1521
2012-10-03,19.9,15.0,26.0,0.0,1.8,60.4,1521
2012-10-04,19.0,14.4,24.2,0.0,2.0,61.6,1564
2012-10-05,19.0,14.9,22.8,0.0,1.9,61.4,1564
2012-10-06,19.6,16.1,24.5,0.0,1.6,52.9,1564
2012-10-07,19.2,15.1,24.4,0.0,2.1,54.9,1564
2012-10-08,18.4,14.6,23.4,0.0,1.8,53.0,1507
2012-10-09,17.6,13.8,22.4,0.0,1.5,60.0,1489
2012-10-10,15.7,12.6,20.3,13.0,2.3,69.6,1484
2012-10-11,13.9,9.9,19.0,0.0,2.3,47.4,1460
2012-10-12,14.9,8.5,21.4,0.0,1.8,51.8,1474
2012-10-13,16.4,11.3,23.1,0.0,1.7,54.0,1474
2012-10-14,16.3,12.0,21.8,0.0,2.6,39.9,1474
2012-10-15,14.8,10.3,21.8,0.0,1.6,33.3,1431
2012-10-16,17.1,10.8,23.4,0.0,2.5,46.5,1446
2012-10-17,12.6,8.1,17.6,2.5,3.8,57.0,1446
2012-10-18,11.6,6.0,17.0,0.0,2.0,46.5,1403
2012-10-19,14.8,10.3,20.1,0.0,1.8,52.3,1403
2012-10-20,15.8,10.5,21.0,0.0,3.0,65.0,1403
2012-10-21,18.3,15.4,23.7,0.0,1.7,70.5,1403
2012-10-22,13.4,8.5,17.1,39.5,3.9,77.3,1394
2012-10-23,10.0,4.5,14.5,0.0,3.2,49.4,1394
2012-10-24,13.2,9.5,18.4,0.0,2.5,62.8,1387
2012-10-25,15.2,12.6,20.0,0.0,1.8,68.5,1061
2012-10-26,15.9,11.1,22.3,0.0,2.2,62.1,1060
2012-10-27,14.3,12.5,16.4,44.0,3.3,84.5,1060
2012-10-28,14.3,10.8,18.8,0.0,3.6,65.4,1060
2012-10-29,11.7,8.0,16.7,0.0,2.1,60.6,1060
2012-10-30,8.6,5.8,12.4,0.1,2.9,55.4,1057
2012-10-31,6.9,2.8,11.6,0.2,2.5,50.9,1057
2012-11-01,5.6,2.7,10.0,0.0,3.7,36.5,1327
2012-11-02,7.2,1.6,12.4,0.0,1.9,36.9,1331
2012-11-03,9.4,3.2,15.7,0.0,1.9,41.5,1331
2012-11-04,11.8,9.1,15.3,4.0,3.4,56.5,1331
2012-11-05,8.5,7.2,10.7,8.0,1.9,87.6,1353
2012-11-06,7.1,5.1,8.6,5.0,2.3,81.0,1339
2012-11-07,8.4,4.1,12.5,0.0,2.4,68.4,1339
2012-11-08,8.8,6.0,12.6,0.0,1.6,74.6,1321
2012-11-09,9.4,4.4,15.0,0.0,2.5,63.6,1321
2012-11-10,12.0,9.2,14.7,0.0,4.6,49.3,1321
2012-11-11,8.7,3.6,12.0,28.0,5.3,72.0,1321
2012-11-12,7.3,5.8,9.1,3.0,4.6,67.8,1321
2012-11-13,5.3,1.7,9.1,0.0,3.6,54.8,1321
2012-11-14,2.4,-0.6,6.7,0.0,3.4,53.3,1279
2012-11-15,4.2,-0.3,9.8,0.0,1.4,51.5,1317
2012-11-16,4.9,1.0,8.2,9.5,2.1,74.0,1303
2012-11-17,5.3,1.5,8.0,1.5,3.2,61.6,1303
2012-11-18,3.5,-0.5,8.4,0.0,1.7,45.1,1303
2012-11-19,3.4,-0.5,7.6,5.5,3.2,64.4,1346
2012-11-20,1.9,-1.8,6.4,0.0,2.1,51.6,1346
2012-11-21,4.1,-0.4,8.4,0.0,1.6,62.5,1346
2012-11-22,6.7,1.9,10.5,0.3,2.1,68.3,1421
2012-11-23,3.3,0.3,6.9,0.0,3.1,63.0,1421
2012-11-24,1.7,-1.8,6.7,0.0,2.3,46.9,1421
2012-11-25,3.4,-0.7,7.5,0.5,1.6,55.6,1421
2012-11-26,2.3,-1.2,5.1,1.0,3.8,51.5,1450
2012-11-27,2.1,-2.8,6.5,0.0,1.7,38.9,1436
2012-11-28,5.0,-0.1,10.2,1.0,3.8,54.5,1464
2012-11-29,0.8,-1.9,4.7,0.0,2.3,34.4,1407
2012-11-30,1.7,-3.0,6.2,0.5,2.5,49.6,1407
2012-12-01,-0.9,-5.9,4.0,0.0,1.8,47.9,1407
2012-12-02,2.9,1.0,7.1,0.0,2.3,50.4,1407
2012-12-03,1.7,-1.6,5.0,5.4,3.8,66.9,1379
2012-12-04,-3.3,-5.9,-0.1,0.0,3.7,41.3,1379
2012-12-05,-3.8,-6.2,-0.8,5.8,3.2,66.5,1379
2012-12-06,-6.3,-10.3,-2.9,0.1,2.5,53.4,1411
2012-12-07,-4.5,-6.4,-2.4,1.9,4.1,76.0,1426
2012-12-08,-8.2,-11.0,-5.3,0.0,2.8,42.4,1426
2012-12-09,-10.5,-13.2,-7.0,0.0,2.8,45.5,1426
2012-12-10,-8.3,-11.8,-4.6,0.0,2.0,51.3,1469
2012-12-11,-6.5,-10.4,-0.8,0.0,2.1,55.3,1469
2012-12-12,-5.0,-9.0,0.0,0.0,1.6,56.8,1511
2012-12-13,-1.5,-6.2,3.4,0.0,2.7,55.1,1453
2012-12-14,2.7,0.3,4.7,18.5,4.5,79.8,1453
2012-12-15,4.6,1.9,8.3,0.5,2.2,78.4,1453
2012-12-16,1.6,-1.2,4.3,0.0,1.9,77.0,1453
2012-12-17,-0.4,-4.7,3.2,0.0,3.4,65.4,1421
2012-12-18,-6.8,-9.2,-4.0,0.0,3.4,49.4,1421
2012-12-19,-6.9,-10.4,-2.8,0.0,2.1,45.0,1421
2012-12-20,-3.4,-7.8,0.3,0.0,2.4,49.1,1379
2012-12-21,-0.7,-1.9,0.8,1.8,2.6,66.1,1421
2012-12-22,-3.0,-5.9,-0.8,0.0,2.9,67.4,1421
2012-12-23,-8.9,-12.5,-5.9,0.0,4.4,53.9,1421
2012-12-24,-8.8,-13.6,-4.5,0.0,1.9,52.0,1336
2012-12-25,-8.9,-13.7,-4.6,1.0,3.5,50.9,1336
2012-12-26,-10.8,-14.5,-7.0,0.0,2.4,33.5,1336
2012-12-27,-5.7,-11.3,-0.8,0.0,1.6,47.1,1524
2012-12-28,-0.9,-3.5,1.5,0.0,1.8,59.5,1503
2012-12-29,-0.3,-1.9,0.6,4.1,1.9,84.1,1503
2012-12-30,-8.2,-10.7,0.0,2.3,4.0,54.6,1503
2012-12-31,-8.7,-11.6,-5.0,0.0,2.2,45.9,1524
2013-01-01,-4.7,-8.7,0.0,3.1,3.2,73.5,1524
2013-01-02,-11.7,-15.1,-4.8,0.0,4.2,40.8,1490
2013-01-03,-13.2,-16.4,-9.3,0.0,2.8,42.8,1511
2013-01-04,-10.7,-14.8,-5.8,0.0,1.8,44.3,1440
2013-01-05,-7.0,-12.1,-1.2,0.0,2.3,59.4,1440
2013-01-06,-6.3,-9.4,-2.0,0.0,1.9,59.4,1440
2013-01-07,-5.1,-8.8,0.1,0.0,1.7,53.6,1440
2013-01-08,-4.6,-6.8,-0.7,0.0,2.2,53.4,1440
2013-01-09,-9.0,-10.7,-6.4,0.0,3.0,38.5,1440
2013-01-10,-8.3,-12.3,-3.6,0.0,2.3,41.3,1346
2013-01-11,-3.2,-7.9,1.4,0.0,2.3,50.5,1317
2013-01-12,0.0,-2.7,4.2,0.1,2.5,70.0,1317
2013-01-13,-0.5,-3.0,3.3,0.0,1.6,65.6,1317
2013-01-14,-2.1,-4.3,1.8,0.0,2.2,61.6,1374
2013-01-15,-2.1,-5.5,2.0,0.0,2.0,57.0,1374
2013-01-16,-2.6,-5.8,0.4,0.3,2.4,64.1,1366
2013-01-17,-5.8,-8.2,-2.5,0.0,2.8,62.9,1446
2013-01-18,-4.4,-9.2,0.2,0.0,2.0,51.9,1446
2013-01-19,0.5,-2.5,4.6,0.0,2.0,59.9,1446
2013-01-20,1.6,-2.0,4.1,0.0,3.1,55.8,1446
2013-01-21,2.2,1.1,4.0,16.5,4.3,83.6,1459
2013-01-22,3.8,2.0,6.0,0.5,2.2,74.3,1459
2013-01-23,1.8,1.0,3.8,1.5,3.1,80.4,1459
2013-01-24,-0.9,-6.7,2.4,0.1,4.3,57.6,1363
2013-01-25,-9.1,-10.8,-6.5,0.0,4.7,37.5,1337
2013-01-26,-9.2,-11.9,-5.1,0.0,3.5,37.0,1337
2013-01-27,-7.3,-10.7,-3.9,0.0,2.6,44.9,1337
2013-01-28,-3.5,-8.9,0.2,0.0,2.1,56.0,1294
2013-01-29,2.2,-0.3,3.7,0.0,2.7,63.5,1294
2013-01-30,5.4,3.5,8.5,0.0,2.1,68.8,1234
2013-01-31,7.4,3.7,11.5,0.0,2.9,59.5,1313
2013-02-01,7.3,3.7,9.3,46.5,3.7,85.8,1313
2013-02-02,-1.1,-4.5,3.7,0.0,4.1,52.1,1313
2013-02-03,-3.2,-5.8,-1.1,7.5,2.7,62.3,1313
2013-02-04,-0.8,-3.3,2.5,7.4,2.6,77.1,1381
2013-02-05,-0.6,-4.0,2.7,4.5,2.4,77.0,1367
2013-02-06,-1.5,-3.1,0.2,2.1,3.3,75.0,1367
2013-02-07,-11.1,-13.8,-2.6,0.0,5.5,42.5,1329
2013-02-08,-11.5,-15.8,-6.1,0.0,2.7,39.3,1339
2013-02-09,-7.2,-12.3,-2.6,0.0,1.8,55.5,1339
2013-02-10,-4.0,-8.4,-0.5,1.2,2.9,56.6,1339
2013-02-11,-5.8,-10.4,-0.9,0.0,2.1,41.8,1339
2013-02-12,-3.8,-4.8,-1.9,0.0,2.3,55.6,1367
2013-02-13,-1.3,-6.3,2.9,0.0,2.0,59.6,1319
2013-02-14,1.1,-2.6,5.2,0.0,2.3,60.1,1319
2013-02-15,-1.2,-5.2,1.5,0.0,3.9,48.4,1317
2013-02-16,-2.6,-7.0,2.6,0.0,2.1,38.8,1317
2013-02-17,2.3,-2.1,5.8,0.0,2.5,44.5,1317
2013-02-18,0.5,-2.5,3.1,0.0,3.5,49.8,1331
2013-02-19,-2.9,-7.1,0.6,0.0,4.0,27.5,1317
2013-02-20,-4.8,-8.7,0.0,0.0,2.6,35.3,1261
2013-02-21,-1.7,-5.3,2.5,0.0,2.5,49.0,1317
2013-02-22,0.5,-3.1,4.3,3.9,3.1,57.1,1346
2013-02-23,-0.9,-4.4,2.4,0.0,3.7,45.9,1346
2013-02-24,1.4,-2.4,5.3,0.0,2.2,42.4,1346
2013-02-25,3.3,-0.7,8.6,0.0,1.7,39.4,1346
2013-02-26,4.8,2.5,7.5,0.0,2.6,56.4,1346
2013-02-27,3.4,0.8,8.8,0.0,3.0,69.5,1217
2013-02-28,6.7,-1.1,13.9,1.0,2.9,57.3,1129
2013-03-01,0.8,-2.4,7.7,3.0,4.8,56.1,1129
2013-03-02,-0.8,-4.4,3.1,0.0,3.2,42.6,1129
2013-03-03,0.4,-3.5,4.8,0.0,2.9,50.3,1129
2013-03-04,3.1,-0.7,8.9,0.0,2.8,58.6,1139
2013-03-05,3.7,-0.7,9.1,0.0,3.0,51.8,1139
2013-03-06,7.9,0.9,14.3,0.0,2.2,43.1,1210
2013-03-07,8.0,4.3,11.7,0.5,3.7,74.1,1287
2013-03-08,8.5,3.8,14.1,0.0,2.7,66.0,1317
2013-03-09,13.2,6.2,23.8,0.0,4.3,48.8,1317
2013-03-10,1.2,-1.5,7.9,0.0,5.0,32.5,1317
2013-03-11,4.2,-2.6,12.1,0.0,2.2,33.4,1360
2013-03-12,7.5,1.6,11.7,3.5,2.1,60.4,1360
2013-03-13,5.2,1.8,8.4,11.5,3.6,64.5,1317
2013-03-14,4.1,0.9,9.8,0.0,2.9,48.9,1317
2013-03-15,4.6,0.0,10.5,0.0,2.4,43.4,1317
2013-03-16,6.3,1.6,12.7,0.0,2.3,53.6,1317
2013-03-17,8.2,3.4,15.9,7.5,2.9,57.5,1317
2013-03-18,8.3,5.3,14.2,1.0,3.3,73.0,1234
2013-03-19,8.0,5.2,11.4,0.0,2.2,61.1,1191
2013-03-20,2.8,-2.5,8.5,0.1,4.3,51.9,1234
2013-03-21,1.5,-4.0,7.2,0.0,2.5,34.3,1180
2013-03-22,3.4,0.9,6.9,0.0,2.3,61.6,1180
2013-03-23,5.4,-1.2,12.1,0.0,2.3,39.0,1180
2013-03-24,5.1,1.8,10.2,0.0,3.9,47.4,1180
2013-03-25,2.8,-0.7,7.8,0.0,3.8,40.3,1166
2013-03-26,4.4,-0.9,10.4,0.0,2.5,39.9,1166
2013-03-27,7.5,1.4,14.9,0.0,2.8,30.1,1123
2013-03-28,7.3,4.4,12.0,0.0,2.7,42.1,1290
2013-03-29,5.4,0.6,10.4,0.0,3.4,28.6,1290
2013-03-30,4.9,2.3,10.2,0.2,2.3,43.1,1290
2013-03-31,6.3,1.0,13.2,0.0,2.7,46.4,1290
2013-04-01,9.2,3.3,13.4,0.5,2.2,44.5,1359
2013-04-02,7.2,5.8,9.5,8.5,2.7,86.1,1307
2013-04-03,7.9,3.9,14.1,0.0,2.6,64.0,1307
2013-04-04,12.6,5.6,19.8,0.0,1.9,44.5,1403
2013-04-05,14.6,10.1,19.9,0.0,2.6,42.1,1410
2013-04-06,7.5,2.5,13.0,14.0,2.9,84.4,1410
2013-04-07,5.1,2.0,9.6,1.0,4.4,57.3,1410
2013-04-08,8.0,2.5,13.8,1.0,4.0,55.1,1437
2013-04-09,6.2,3.2,10.7,0.5,5.1,50.8,1437
2013-04-10,5.0,1.3,8.1,1.5,4.1,49.3,1446
2013-04-11,5.5,3.7,9.6,0.5,4.9,54.5,1346
2013-04-12,6.9,2.2,11.9,0.0,3.7,42.6,1403
2013-04-13,11.4,3.4,17.5,0.0,4.5,38.6,1403
2013-04-14,8.3,4.2,12.2,3.5,4.7,40.4,1403
2013-04-15,7.5,2.6,12.5,0.0,2.0,31.5,1417
2013-04-16,13.2,8.6,19.1,0.0,4.4,54.5,1417
